sce_id,syn_val,compile_val,vul,vul_uncompile
190-1,"['1', '0', '12', '21', '6', '26', '19', '29', '9', '2', '23', '7', '11', '14', '15', '25', '27', '8', '18', '3', '22', '20', '28', '16', '24', '5', '4', '17', '10', '13']","['1', '0', '26', '29', '9', '2', '23', '14', '15', '27', '8', '18', '3', '20', '16', '24', '5', '4', '17', '10', '13']","['0', '14', '17']","['11', '12', '12', '21']"
787-2,"['8', '1', '3', '2', '27', '22', '7', '25', '15', '23', '10', '26', '4', '11', '24', '18', '14', '21', '0', '28', '19', '12', '9', '16', '6', '13', '29', '20', '17', '5']","['1', '3', '2', '27', '15', '23', '26', '4', '11', '24', '21', '19', '12', '16', '17']",[],[]
119-2,"['14', '16', '26', '24', '3', '19', '17', '4', '2', '13', '23', '5', '25', '11', '28', '8', '7', '15', '0', '29', '22', '21', '18', '10', '6', '1', '27', '12', '9', '20']","['14', '16', '26', '24', '3', '19', '17', '4', '2', '13', '23', '5', '25', '11', '28', '8', '7', '15', '29', '22', '21', '18', '10', '6', '1', '27', '12', '20']","['10', '11', '12', '15', '21', '22', '25', '27', '4', '6', '7', '8']",[]
79-0,"['16', '25', '0', '14', '28', '24', '3', '5', '12', '17', '4', '9', '10', '21', '6', '20', '27', '7', '22', '26', '2', '8', '29', '1', '19', '11', '15', '13', '23', '18']","['16', '25', '0', '14', '28', '24', '3', '5', '12', '4', '10', '21', '6', '20', '27', '7', '22', '26', '2', '8', '29', '1', '19', '11', '15', '13', '23', '18']",['5'],[]
416-0,"['0', '21', '4', '27', '23', '19', '13', '16', '29', '12', '26', '25', '6', '3', '15', '1', '9', '8', '20', '24', '11', '7', '10', '14', '17', '2', '5', '18', '28', '22']","['19', '13', '12', '26', '6', '3', '15', '9', '8', '20', '24', '11', '10', '17', '2', '5', '18', '28', '22']",[],[]
20-0,"['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '0', '24', '16', '4', '7', '26', '13', '14', '3', '15', '17', '5', '2', '19']","['11', '20', '28', '6', '21', '18', '23', '27', '22', '9', '25', '10', '8', '12', '1', '29', '0', '24', '16', '4', '7', '26', '14', '3', '15', '17', '5', '2', '19']","['0', '10', '12', '15', '20', '21', '22', '23', '24', '27', '29', '7', '8', '9']",['13']
732-1,"['10', '1', '9', '21', '23', '26', '22', '15', '3', '20', '6', '19', '18', '28', '27', '0', '29', '16', '8', '17', '12', '7', '5', '24', '25', '11', '13', '4', '2', '14']","['21', '22', '3', '6', '0', '16', '17', '5', '25', '11', '4', '2']","['17', '22', '25']","['10', '14', '23', '24', '27', '28', '9']"
22-0,"['16', '15', '0', '8', '11', '9', '4', '20', '27', '23', '3', '26', '1', '24', '13', '21', '12', '6', '22', '28', '14', '19', '2', '25', '17', '29', '10', '7', '5', '18']","['16', '15', '0', '8', '9', '4', '27', '23', '26', '1', '24', '13', '21', '28', '14', '19', '25', '29', '10', '7', '5', '18']","['21', '26', '27']",[]
79-2,"['21', '19', '9', '28', '24', '29', '23', '26', '12', '1', '11', '20', '22', '17', '4', '0', '16', '13', '8', '7', '14', '3', '27', '6', '18', '10', '2', '15', '5', '25']","['21', '19', '9', '28', '24', '29', '23', '26', '1', '11', '22', '4', '0', '16', '13', '8', '3', '27', '6', '18', '10', '2', '15', '5']","['11', '15', '21', '5', '8', '0', '22', '3']",[]
78-1,"['17', '7', '15', '27', '6', '23', '19', '21', '9', '26', '3', '10', '16', '2', '13', '12', '14', '28', '11', '8', '24', '22', '0', '1', '20', '18', '25', '29', '5', '4']","['17', '7', '15', '27', '6', '23', '19', '21', '9', '26', '3', '13', '12', '14', '28', '11', '8', '24', '0', '1', '18', '25', '4']","['1', '12', '17', '19', '27', '4']",['22']
732-0,"['8', '6', '22', '16', '2', '24', '4', '9', '27', '15', '7', '20', '12', '25', '23', '3', '5', '28', '17', '29', '19', '11', '18', '14', '21', '1', '26', '0', '10', '13']","['8', '6', '22', '16', '2', '24', '27', '20', '5', '28', '19', '21', '26', '0', '13']","['0', '13', '2', '20', '21', '28', '6']","['15', '18']"
